,backbone_model,is_train_clf,ice_clf,reducer,ICE no concepts,ice count,test_acc_mean,test_acc_std,test_acc,ice_acc_mean,ice_acc_std,ice_acc,woe_acc_mean,woe_acc_std,woe_acc,test_sensitivity_mean,test_sensitivity_std,test_sensitivity,ice_sensitivity_mean,ice_sensitivity_std,ice_sensitivity,woe_sensitivity_mean,woe_sensitivity_std,woe_sensitivity,test_precision_mean,test_precision_std,test_precision,ice_precision_mean,ice_precision_std,ice_precision,woe_precision_mean,woe_precision_std,woe_precision,test_f1_score_mean,test_f1_score_std,test_f1_score,ice_f1_score_mean,ice_f1_score_std,ice_f1_score,woe_f1_score_mean,woe_f1_score_std,woe_f1_score
94,resneXt50,True,gnb,NMF,4,20,82.36,4.19,$82.36 \pm 4.19$,71.46,4.76,$71.46 \pm 4.76$,71.39,4.72,$71.39 \pm 4.72$,87.25,6.31,$87.25 \pm 6.31$,80.58,10.46,$80.58 \pm 10.46$,80.75,10.64,$80.75 \pm 10.64$,85.46,4.63,$85.46 \pm 4.63$,77.62,6.07,$77.62 \pm 6.07$,77.54,6.09,$77.54 \pm 6.09$,86.2,4.18,$86.2 \pm 4.18$,78.55,5.52,$78.55 \pm 5.52$,78.58,5.55,$78.58 \pm 5.55$
95,resneXt50,True,logistic,NMF,4,20,82.36,4.19,$82.36 \pm 4.19$,71.18,4.75,$71.18 \pm 4.75$,71.39,4.72,$71.39 \pm 4.72$,87.25,6.31,$87.25 \pm 6.31$,85.17,11.76,$85.17 \pm 11.76$,80.75,10.64,$80.75 \pm 10.64$,85.46,4.63,$85.46 \pm 4.63$,75.36,7.2,$75.36 \pm 7.2$,77.54,6.09,$77.54 \pm 6.09$,86.2,4.18,$86.2 \pm 4.18$,79.16,5.27,$79.16 \pm 5.27$,78.58,5.55,$78.58 \pm 5.55$
96,resneXt50,False,Not-Applicable,NMF,5,20,82.36,4.19,$82.36 \pm 4.19$,63.93,2.56,$63.93 \pm 2.56$,76.21,4.18,$76.21 \pm 4.18$,87.25,6.31,$87.25 \pm 6.31$,82.33,14.37,$82.33 \pm 14.37$,82.25,8.77,$82.25 \pm 8.77$,85.46,4.63,$85.46 \pm 4.63$,70.58,11.15,$70.58 \pm 11.15$,80.16,5.88,$80.16 \pm 5.88$,86.2,4.18,$86.2 \pm 4.18$,74.08,2.26,$74.08 \pm 2.26$,80.77,4.56,$80.77 \pm 4.56$
97,resneXt50,True,ridge,NMF,5,20,82.36,4.19,$82.36 \pm 4.19$,73.11,3.57,$73.11 \pm 3.57$,76.21,4.18,$76.21 \pm 4.18$,87.25,6.31,$87.25 \pm 6.31$,85.5,12.09,$85.5 \pm 12.09$,82.25,8.77,$82.25 \pm 8.77$,85.46,4.63,$85.46 \pm 4.63$,76.2,8.76,$76.2 \pm 8.76$,80.16,5.88,$80.16 \pm 5.88$,86.2,4.18,$86.2 \pm 4.18$,79.53,5.31,$79.53 \pm 5.31$,80.77,4.56,$80.77 \pm 4.56$
98,resneXt50,True,gnb,NMF,5,20,82.36,4.19,$82.36 \pm 4.19$,76.25,4.27,$76.25 \pm 4.27$,76.21,4.18,$76.21 \pm 4.18$,87.25,6.31,$87.25 \pm 6.31$,82.25,8.77,$82.25 \pm 8.77$,82.25,8.77,$82.25 \pm 8.77$,85.46,4.63,$85.46 \pm 4.63$,80.24,5.99,$80.24 \pm 5.99$,80.16,5.88,$80.16 \pm 5.88$,86.2,4.18,$86.2 \pm 4.18$,80.8,4.64,$80.8 \pm 4.64$,80.77,4.56,$80.77 \pm 4.56$
99,resneXt50,True,logistic,NMF,5,20,82.36,4.19,$82.36 \pm 4.19$,75.68,4.17,$75.68 \pm 4.17$,76.21,4.18,$76.21 \pm 4.18$,87.25,6.31,$87.25 \pm 6.31$,84.42,9.45,$84.42 \pm 9.45$,82.25,8.77,$82.25 \pm 8.77$,85.46,4.63,$85.46 \pm 4.63$,77.95,7.28,$77.95 \pm 7.28$,80.16,5.88,$80.16 \pm 5.88$,86.2,4.18,$86.2 \pm 4.18$,80.5,5.18,$80.5 \pm 5.18$,80.77,4.56,$80.77 \pm 4.56$
100,resneXt50,False,Not-Applicable,PCA,5,20,82.36,4.19,$82.36 \pm 4.19$,70.89,4.24,$70.89 \pm 4.24$,78.54,3.83,$78.54 \pm 3.83$,87.25,6.31,$87.25 \pm 6.31$,84.58,13.17,$84.58 \pm 13.17$,84.58,6.86,$84.58 \pm 6.86$,85.46,4.63,$85.46 \pm 4.63$,73.69,7.78,$73.69 \pm 7.78$,81.57,4.79,$81.57 \pm 4.79$,86.2,4.18,$86.2 \pm 4.18$,77.65,4.71,$77.65 \pm 4.71$,82.87,4.56,$82.87 \pm 4.56$
101,resneXt50,True,ridge,PCA,5,20,82.36,4.19,$82.36 \pm 4.19$,74.79,3.16,$74.79 \pm 3.16$,78.54,3.83,$78.54 \pm 3.83$,87.25,6.31,$87.25 \pm 6.31$,88.83,11.37,$88.83 \pm 11.37$,84.58,6.86,$84.58 \pm 6.86$,85.46,4.63,$85.46 \pm 4.63$,77.0,6.38,$77.0 \pm 6.38$,81.57,4.79,$81.57 \pm 4.79$,86.2,4.18,$86.2 \pm 4.18$,81.76,4.89,$81.76 \pm 4.89$,82.87,4.56,$82.87 \pm 4.56$
102,resneXt50,True,gnb,PCA,5,20,82.36,4.19,$82.36 \pm 4.19$,78.57,3.77,$78.57 \pm 3.77$,78.54,3.83,$78.54 \pm 3.83$,87.25,6.31,$87.25 \pm 6.31$,84.58,6.86,$84.58 \pm 6.86$,84.58,6.86,$84.58 \pm 6.86$,85.46,4.63,$85.46 \pm 4.63$,81.51,4.83,$81.51 \pm 4.83$,81.57,4.79,$81.57 \pm 4.79$,86.2,4.18,$86.2 \pm 4.18$,82.83,4.57,$82.83 \pm 4.57$,82.87,4.56,$82.87 \pm 4.56$
103,resneXt50,True,logistic,PCA,5,20,82.36,4.19,$82.36 \pm 4.19$,80.07,3.33,$80.07 \pm 3.33$,78.54,3.83,$78.54 \pm 3.83$,87.25,6.31,$87.25 \pm 6.31$,87.17,3.16,$87.17 \pm 3.16$,84.58,6.86,$84.58 \pm 6.86$,85.46,4.63,$85.46 \pm 4.63$,82.34,4.39,$82.34 \pm 4.39$,81.57,4.79,$81.57 \pm 4.79$,86.2,4.18,$86.2 \pm 4.18$,84.63,3.19,$84.63 \pm 3.19$,82.87,4.56,$82.87 \pm 4.56$
104,resneXt50,False,Not-Applicable,NMF,6,20,82.36,4.19,$82.36 \pm 4.19$,72.0,3.41,$72.0 \pm 3.41$,78.39,4.78,$78.39 \pm 4.78$,87.25,6.31,$87.25 \pm 6.31$,86.0,11.55,$86.0 \pm 11.55$,81.75,8.45,$81.75 \pm 8.45$,85.46,4.63,$85.46 \pm 4.63$,73.72,7.07,$73.72 \pm 7.07$,83.05,5.95,$83.05 \pm 5.95$,86.2,4.18,$86.2 \pm 4.18$,78.67,6.08,$78.67 \pm 6.08$,82.1,5.41,$82.1 \pm 5.41$
105,resneXt50,True,ridge,NMF,6,20,82.36,4.19,$82.36 \pm 4.19$,78.14,4.93,$78.14 \pm 4.93$,78.39,4.78,$78.39 \pm 4.78$,87.25,6.31,$87.25 \pm 6.31$,87.33,8.73,$87.33 \pm 8.73$,81.75,8.45,$81.75 \pm 8.45$,85.46,4.63,$85.46 \pm 4.63$,79.58,6.88,$79.58 \pm 6.88$,83.05,5.95,$83.05 \pm 5.95$,86.2,4.18,$86.2 \pm 4.18$,82.86,5.54,$82.86 \pm 5.54$,82.1,5.41,$82.1 \pm 5.41$
106,resneXt50,True,gnb,NMF,6,20,82.36,4.19,$82.36 \pm 4.19$,78.36,4.74,$78.36 \pm 4.74$,78.39,4.78,$78.39 \pm 4.78$,87.25,6.31,$87.25 \pm 6.31$,81.67,8.32,$81.67 \pm 8.32$,81.75,8.45,$81.75 \pm 8.45$,85.46,4.63,$85.46 \pm 4.63$,83.04,5.94,$83.04 \pm 5.94$,83.05,5.95,$83.05 \pm 5.95$,86.2,4.18,$86.2 \pm 4.18$,82.05,5.34,$82.05 \pm 5.34$,82.1,5.41,$82.1 \pm 5.41$
107,resneXt50,True,logistic,NMF,6,20,82.36,4.19,$82.36 \pm 4.19$,79.11,4.37,$79.11 \pm 4.37$,78.39,4.78,$78.39 \pm 4.78$,87.25,6.31,$87.25 \pm 6.31$,86.67,6.88,$86.67 \pm 6.88$,81.75,8.45,$81.75 \pm 8.45$,85.46,4.63,$85.46 \pm 4.63$,81.55,6.55,$81.55 \pm 6.55$,83.05,5.95,$83.05 \pm 5.95$,86.2,4.18,$86.2 \pm 4.18$,83.78,4.97,$83.78 \pm 4.97$,82.1,5.41,$82.1 \pm 5.41$
108,resneXt50,False,Not-Applicable,NMF,7,20,82.36,4.19,$82.36 \pm 4.19$,81.5,4.21,$81.5 \pm 4.21$,81.39,4.24,$81.39 \pm 4.24$,87.25,6.31,$87.25 \pm 6.31$,88.58,5.41,$88.58 \pm 5.41$,86.33,4.76,$86.33 \pm 4.76$,85.46,4.63,$85.46 \pm 4.63$,84.23,5.49,$84.23 \pm 5.49$,84.73,5.0,$84.73 \pm 5.0$,86.2,4.18,$86.2 \pm 4.18$,86.2,4.11,$86.2 \pm 4.11$,85.45,4.25,$85.45 \pm 4.25$
109,resneXt50,True,ridge,NMF,7,20,82.36,4.19,$82.36 \pm 4.19$,82.07,3.97,$82.07 \pm 3.97$,81.39,4.24,$81.39 \pm 4.24$,87.25,6.31,$87.25 \pm 6.31$,88.0,5.58,$88.0 \pm 5.58$,86.33,4.76,$86.33 \pm 4.76$,85.46,4.63,$85.46 \pm 4.63$,84.85,5.06,$84.85 \pm 5.06$,84.73,5.0,$84.73 \pm 5.0$,86.2,4.18,$86.2 \pm 4.18$,86.24,3.86,$86.24 \pm 3.86$,85.45,4.25,$85.45 \pm 4.25$
110,resneXt50,True,gnb,NMF,7,20,82.36,4.19,$82.36 \pm 4.19$,81.39,4.24,$81.39 \pm 4.24$,81.39,4.24,$81.39 \pm 4.24$,87.25,6.31,$87.25 \pm 6.31$,86.33,4.76,$86.33 \pm 4.76$,86.33,4.76,$86.33 \pm 4.76$,85.46,4.63,$85.46 \pm 4.63$,84.73,5.0,$84.73 \pm 5.0$,84.73,5.0,$84.73 \pm 5.0$,86.2,4.18,$86.2 \pm 4.18$,85.45,4.25,$85.45 \pm 4.25$,85.45,4.25,$85.45 \pm 4.25$
111,resneXt50,True,logistic,NMF,7,20,82.36,4.19,$82.36 \pm 4.19$,82.0,3.92,$82.0 \pm 3.92$,81.39,4.24,$81.39 \pm 4.24$,87.25,6.31,$87.25 \pm 6.31$,87.33,5.2,$87.33 \pm 5.2$,86.33,4.76,$86.33 \pm 4.76$,85.46,4.63,$85.46 \pm 4.63$,85.1,4.43,$85.1 \pm 4.43$,84.73,5.0,$84.73 \pm 5.0$,86.2,4.18,$86.2 \pm 4.18$,86.1,3.8,$86.1 \pm 3.8$,85.45,4.25,$85.45 \pm 4.25$
112,resneXt50,False,Not-Applicable,NMF,8,20,82.36,4.19,$82.36 \pm 4.19$,82.07,4.01,$82.07 \pm 4.01$,81.57,3.95,$81.57 \pm 3.95$,87.25,6.31,$87.25 \pm 6.31$,88.17,5.59,$88.17 \pm 5.59$,86.67,4.74,$86.67 \pm 4.74$,85.46,4.63,$85.46 \pm 4.63$,85.06,4.49,$85.06 \pm 4.49$,85.4,5.09,$85.4 \pm 5.09$,86.2,4.18,$86.2 \pm 4.18$,86.48,4.07,$86.48 \pm 4.07$,85.96,4.33,$85.96 \pm 4.33$
113,resneXt50,True,ridge,NMF,8,20,82.36,4.19,$82.36 \pm 4.19$,82.39,3.67,$82.39 \pm 3.67$,81.57,3.95,$81.57 \pm 3.95$,87.25,6.31,$87.25 \pm 6.31$,87.33,5.0,$87.33 \pm 5.0$,86.67,4.74,$86.67 \pm 4.74$,85.46,4.63,$85.46 \pm 4.63$,85.57,4.38,$85.57 \pm 4.38$,85.4,5.09,$85.4 \pm 5.09$,86.2,4.18,$86.2 \pm 4.18$,86.35,3.76,$86.35 \pm 3.76$,85.96,4.33,$85.96 \pm 4.33$
114,resneXt50,True,gnb,NMF,8,20,82.36,4.19,$82.36 \pm 4.19$,81.57,3.95,$81.57 \pm 3.95$,81.57,3.95,$81.57 \pm 3.95$,87.25,6.31,$87.25 \pm 6.31$,86.67,4.74,$86.67 \pm 4.74$,86.67,4.74,$86.67 \pm 4.74$,85.46,4.63,$85.46 \pm 4.63$,85.4,5.09,$85.4 \pm 5.09$,85.4,5.09,$85.4 \pm 5.09$,86.2,4.18,$86.2 \pm 4.18$,85.96,4.33,$85.96 \pm 4.33$,85.96,4.33,$85.96 \pm 4.33$
115,resneXt50,True,logistic,NMF,8,20,82.36,4.19,$82.36 \pm 4.19$,82.39,3.98,$82.39 \pm 3.98$,81.57,3.95,$81.57 \pm 3.95$,87.25,6.31,$87.25 \pm 6.31$,87.17,5.1,$87.17 \pm 5.1$,86.67,4.74,$86.67 \pm 4.74$,85.46,4.63,$85.46 \pm 4.63$,85.44,4.72,$85.44 \pm 4.72$,85.4,5.09,$85.4 \pm 5.09$,86.2,4.18,$86.2 \pm 4.18$,86.19,3.96,$86.19 \pm 3.96$,85.96,4.33,$85.96 \pm 4.33$
116,resneXt50,False,Not-Applicable,NMF,9,20,82.36,4.19,$82.36 \pm 4.19$,81.82,3.71,$81.82 \pm 3.71$,81.5,4.13,$81.5 \pm 4.13$,87.25,6.31,$87.25 \pm 6.31$,87.42,6.27,$87.42 \pm 6.27$,87.0,4.64,$87.0 \pm 4.64$,85.46,4.63,$85.46 \pm 4.63$,84.95,4.13,$84.95 \pm 4.13$,85.05,5.52,$85.05 \pm 5.52$,86.2,4.18,$86.2 \pm 4.18$,86.0,3.69,$86.0 \pm 3.69$,85.92,4.32,$85.92 \pm 4.32$
117,resneXt50,True,ridge,NMF,9,20,82.36,4.19,$82.36 \pm 4.19$,82.57,3.77,$82.57 \pm 3.77$,81.5,4.13,$81.5 \pm 4.13$,87.25,6.31,$87.25 \pm 6.31$,87.0,5.58,$87.0 \pm 5.58$,87.0,4.64,$87.0 \pm 4.64$,85.46,4.63,$85.46 \pm 4.63$,85.95,4.42,$85.95 \pm 4.42$,85.05,5.52,$85.05 \pm 5.52$,86.2,4.18,$86.2 \pm 4.18$,86.36,3.97,$86.36 \pm 3.97$,85.92,4.32,$85.92 \pm 4.32$
118,resneXt50,True,gnb,NMF,9,20,82.36,4.19,$82.36 \pm 4.19$,81.5,4.13,$81.5 \pm 4.13$,81.5,4.13,$81.5 \pm 4.13$,87.25,6.31,$87.25 \pm 6.31$,87.0,4.64,$87.0 \pm 4.64$,87.0,4.64,$87.0 \pm 4.64$,85.46,4.63,$85.46 \pm 4.63$,85.05,5.52,$85.05 \pm 5.52$,85.05,5.52,$85.05 \pm 5.52$,86.2,4.18,$86.2 \pm 4.18$,85.92,4.32,$85.92 \pm 4.32$,85.92,4.32,$85.92 \pm 4.32$
119,resneXt50,True,logistic,NMF,9,20,82.36,4.19,$82.36 \pm 4.19$,82.5,3.96,$82.5 \pm 3.96$,81.5,4.13,$81.5 \pm 4.13$,87.25,6.31,$87.25 \pm 6.31$,87.17,5.08,$87.17 \pm 5.08$,87.0,4.64,$87.0 \pm 4.64$,85.46,4.63,$85.46 \pm 4.63$,85.33,4.44,$85.33 \pm 4.44$,85.05,5.52,$85.05 \pm 5.52$,86.2,4.18,$86.2 \pm 4.18$,86.15,3.89,$86.15 \pm 3.89$,85.92,4.32,$85.92 \pm 4.32$
120,resneXt50,False,Not-Applicable,NMF,10,20,82.36,4.19,$82.36 \pm 4.19$,81.75,3.47,$81.75 \pm 3.47$,81.57,3.94,$81.57 \pm 3.94$,87.25,6.31,$87.25 \pm 6.31$,87.67,6.13,$87.67 \pm 6.13$,87.75,4.37,$87.75 \pm 4.37$,85.46,4.63,$85.46 \pm 4.63$,85.06,4.59,$85.06 \pm 4.59$,84.53,5.59,$84.53 \pm 5.59$,86.2,4.18,$86.2 \pm 4.18$,86.15,3.45,$86.15 \pm 3.45$,86.03,4.3,$86.03 \pm 4.3$
121,resneXt50,True,ridge,NMF,10,20,82.36,4.19,$82.36 \pm 4.19$,82.93,3.93,$82.93 \pm 3.93$,81.57,3.94,$81.57 \pm 3.94$,87.25,6.31,$87.25 \pm 6.31$,87.58,5.2,$87.58 \pm 5.2$,87.75,4.37,$87.75 \pm 4.37$,85.46,4.63,$85.46 \pm 4.63$,86.31,4.62,$86.31 \pm 4.62$,84.53,5.59,$84.53 \pm 5.59$,86.2,4.18,$86.2 \pm 4.18$,86.85,3.99,$86.85 \pm 3.99$,86.03,4.3,$86.03 \pm 4.3$
122,resneXt50,True,gnb,NMF,10,20,82.36,4.19,$82.36 \pm 4.19$,81.54,3.98,$81.54 \pm 3.98$,81.57,3.94,$81.57 \pm 3.94$,87.25,6.31,$87.25 \pm 6.31$,87.67,4.5,$87.67 \pm 4.5$,87.75,4.37,$87.75 \pm 4.37$,85.46,4.63,$85.46 \pm 4.63$,84.52,5.61,$84.52 \pm 5.61$,84.53,5.59,$84.53 \pm 5.59$,86.2,4.18,$86.2 \pm 4.18$,85.98,4.37,$85.98 \pm 4.37$,86.03,4.3,$86.03 \pm 4.3$
123,resneXt50,True,logistic,NMF,10,20,82.36,4.19,$82.36 \pm 4.19$,82.71,3.92,$82.71 \pm 3.92$,81.57,3.94,$81.57 \pm 3.94$,87.25,6.31,$87.25 \pm 6.31$,87.67,4.82,$87.67 \pm 4.82$,87.75,4.37,$87.75 \pm 4.37$,85.46,4.63,$85.46 \pm 4.63$,85.39,4.56,$85.39 \pm 4.56$,84.53,5.59,$84.53 \pm 5.59$,86.2,4.18,$86.2 \pm 4.18$,86.44,4.01,$86.44 \pm 4.01$,86.03,4.3,$86.03 \pm 4.3$
124,resneXt50,False,Not-Applicable,PCA,10,20,82.36,4.19,$82.36 \pm 4.19$,81.93,3.41,$81.93 \pm 3.41$,81.36,3.3,$81.36 \pm 3.3$,87.25,6.31,$87.25 \pm 6.31$,87.5,5.45,$87.5 \pm 5.45$,87.67,4.63,$87.67 \pm 4.63$,85.46,4.63,$85.46 \pm 4.63$,85.33,4.22,$85.33 \pm 4.22$,85.1,4.14,$85.1 \pm 4.14$,86.2,4.18,$86.2 \pm 4.18$,86.29,3.67,$86.29 \pm 3.67$,86.33,3.94,$86.33 \pm 3.94$
125,resneXt50,True,ridge,PCA,10,20,82.36,4.19,$82.36 \pm 4.19$,82.93,3.63,$82.93 \pm 3.63$,81.36,3.3,$81.36 \pm 3.3$,87.25,6.31,$87.25 \pm 6.31$,87.33,5.06,$87.33 \pm 5.06$,87.67,4.63,$87.67 \pm 4.63$,85.46,4.63,$85.46 \pm 4.63$,86.16,4.25,$86.16 \pm 4.25$,85.1,4.14,$85.1 \pm 4.14$,86.2,4.18,$86.2 \pm 4.18$,86.67,3.85,$86.67 \pm 3.85$,86.33,3.94,$86.33 \pm 3.94$
126,resneXt50,True,gnb,PCA,10,20,82.36,4.19,$82.36 \pm 4.19$,81.32,3.24,$81.32 \pm 3.24$,81.36,3.3,$81.36 \pm 3.3$,87.25,6.31,$87.25 \pm 6.31$,87.67,4.63,$87.67 \pm 4.63$,87.67,4.63,$87.67 \pm 4.63$,85.46,4.63,$85.46 \pm 4.63$,85.03,4.06,$85.03 \pm 4.06$,85.1,4.14,$85.1 \pm 4.14$,86.2,4.18,$86.2 \pm 4.18$,86.29,3.89,$86.29 \pm 3.89$,86.33,3.94,$86.33 \pm 3.94$
127,resneXt50,True,logistic,PCA,10,20,82.36,4.19,$82.36 \pm 4.19$,83.25,3.43,$83.25 \pm 3.43$,81.36,3.3,$81.36 \pm 3.3$,87.25,6.31,$87.25 \pm 6.31$,87.0,4.88,$87.0 \pm 4.88$,87.67,4.63,$87.67 \pm 4.63$,85.46,4.63,$85.46 \pm 4.63$,86.66,4.58,$86.66 \pm 4.58$,85.1,4.14,$85.1 \pm 4.14$,86.2,4.18,$86.2 \pm 4.18$,86.74,3.82,$86.74 \pm 3.82$,86.33,3.94,$86.33 \pm 3.94$
128,resneXt50,False,Not-Applicable,NMF,11,20,82.36,4.19,$82.36 \pm 4.19$,81.64,3.43,$81.64 \pm 3.43$,81.61,3.72,$81.61 \pm 3.72$,87.25,6.31,$87.25 \pm 6.31$,87.17,6.26,$87.17 \pm 6.26$,87.58,4.03,$87.58 \pm 4.03$,85.46,4.63,$85.46 \pm 4.63$,85.16,4.49,$85.16 \pm 4.49$,84.69,5.37,$84.69 \pm 5.37$,86.2,4.18,$86.2 \pm 4.18$,85.97,3.66,$85.97 \pm 3.66$,86.05,4.16,$86.05 \pm 4.16$
129,resneXt50,True,ridge,NMF,11,20,82.36,4.19,$82.36 \pm 4.19$,83.07,4.05,$83.07 \pm 4.05$,81.61,3.72,$81.61 \pm 3.72$,87.25,6.31,$87.25 \pm 6.31$,87.67,5.25,$87.67 \pm 5.25$,87.58,4.03,$87.58 \pm 4.03$,85.46,4.63,$85.46 \pm 4.63$,86.26,4.69,$86.26 \pm 4.69$,84.69,5.37,$84.69 \pm 5.37$,86.2,4.18,$86.2 \pm 4.18$,86.86,4.03,$86.86 \pm 4.03$,86.05,4.16,$86.05 \pm 4.16$
130,resneXt50,True,gnb,NMF,11,20,82.36,4.19,$82.36 \pm 4.19$,81.57,3.74,$81.57 \pm 3.74$,81.61,3.72,$81.61 \pm 3.72$,87.25,6.31,$87.25 \pm 6.31$,87.58,4.03,$87.58 \pm 4.03$,87.58,4.03,$87.58 \pm 4.03$,85.46,4.63,$85.46 \pm 4.63$,84.63,5.43,$84.63 \pm 5.43$,84.69,5.37,$84.69 \pm 5.37$,86.2,4.18,$86.2 \pm 4.18$,86.02,4.18,$86.02 \pm 4.18$,86.05,4.16,$86.05 \pm 4.16$
131,resneXt50,True,logistic,NMF,11,20,82.36,4.19,$82.36 \pm 4.19$,82.75,4.01,$82.75 \pm 4.01$,81.61,3.72,$81.61 \pm 3.72$,87.25,6.31,$87.25 \pm 6.31$,87.58,4.94,$87.58 \pm 4.94$,87.58,4.03,$87.58 \pm 4.03$,85.46,4.63,$85.46 \pm 4.63$,85.39,4.69,$85.39 \pm 4.69$,84.69,5.37,$84.69 \pm 5.37$,86.2,4.18,$86.2 \pm 4.18$,86.4,4.07,$86.4 \pm 4.07$,86.05,4.16,$86.05 \pm 4.16$
132,resneXt50,False,Not-Applicable,NMF,12,20,82.36,4.19,$82.36 \pm 4.19$,81.68,3.65,$81.68 \pm 3.65$,81.79,3.64,$81.79 \pm 3.64$,87.25,6.31,$87.25 \pm 6.31$,87.42,6.27,$87.42 \pm 6.27$,87.25,3.98,$87.25 \pm 3.98$,85.46,4.63,$85.46 \pm 4.63$,85.05,4.59,$85.05 \pm 4.59$,85.01,5.22,$85.01 \pm 5.22$,86.2,4.18,$86.2 \pm 4.18$,86.04,3.81,$86.04 \pm 3.81$,86.04,3.83,$86.04 \pm 3.83$
133,resneXt50,True,ridge,NMF,12,20,82.36,4.19,$82.36 \pm 4.19$,83.11,4.08,$83.11 \pm 4.08$,81.79,3.64,$81.79 \pm 3.64$,87.25,6.31,$87.25 \pm 6.31$,87.5,4.91,$87.5 \pm 4.91$,87.25,3.98,$87.25 \pm 3.98$,85.46,4.63,$85.46 \pm 4.63$,86.08,4.73,$86.08 \pm 4.73$,85.01,5.22,$85.01 \pm 5.22$,86.2,4.18,$86.2 \pm 4.18$,86.7,4.01,$86.7 \pm 4.01$,86.04,3.83,$86.04 \pm 3.83$
134,resneXt50,True,gnb,NMF,12,20,82.36,4.19,$82.36 \pm 4.19$,81.79,3.59,$81.79 \pm 3.59$,81.79,3.64,$81.79 \pm 3.64$,87.25,6.31,$87.25 \pm 6.31$,87.17,4.05,$87.17 \pm 4.05$,87.25,3.98,$87.25 \pm 3.98$,85.46,4.63,$85.46 \pm 4.63$,84.99,5.14,$84.99 \pm 5.14$,85.01,5.22,$85.01 \pm 5.22$,86.2,4.18,$86.2 \pm 4.18$,85.98,3.82,$85.98 \pm 3.82$,86.04,3.83,$86.04 \pm 3.83$
135,resneXt50,True,logistic,NMF,12,20,82.36,4.19,$82.36 \pm 4.19$,82.82,3.89,$82.82 \pm 3.89$,81.79,3.64,$81.79 \pm 3.64$,87.25,6.31,$87.25 \pm 6.31$,87.67,4.7,$87.67 \pm 4.7$,87.25,3.98,$87.25 \pm 3.98$,85.46,4.63,$85.46 \pm 4.63$,85.36,4.92,$85.36 \pm 4.92$,85.01,5.22,$85.01 \pm 5.22$,86.2,4.18,$86.2 \pm 4.18$,86.42,4.06,$86.42 \pm 4.06$,86.04,3.83,$86.04 \pm 3.83$
136,resneXt50,False,Not-Applicable,NMF,15,20,82.36,4.19,$82.36 \pm 4.19$,81.75,3.69,$81.75 \pm 3.69$,81.75,4.06,$81.75 \pm 4.06$,87.25,6.31,$87.25 \pm 6.31$,87.17,6.47,$87.17 \pm 6.47$,87.33,4.27,$87.33 \pm 4.27$,85.46,4.63,$85.46 \pm 4.63$,85.18,4.69,$85.18 \pm 4.69$,84.93,5.58,$84.93 \pm 5.58$,86.2,4.18,$86.2 \pm 4.18$,85.97,3.82,$85.97 \pm 3.82$,86.02,4.17,$86.02 \pm 4.17$
137,resneXt50,True,ridge,NMF,15,20,82.36,4.19,$82.36 \pm 4.19$,83.14,3.86,$83.14 \pm 3.86$,81.75,4.06,$81.75 \pm 4.06$,87.25,6.31,$87.25 \pm 6.31$,87.75,5.05,$87.75 \pm 5.05$,87.33,4.27,$87.33 \pm 4.27$,85.46,4.63,$85.46 \pm 4.63$,86.1,4.65,$86.1 \pm 4.65$,84.93,5.58,$84.93 \pm 5.58$,86.2,4.18,$86.2 \pm 4.18$,86.84,4.09,$86.84 \pm 4.09$,86.02,4.17,$86.02 \pm 4.17$
138,resneXt50,True,gnb,NMF,15,20,82.36,4.19,$82.36 \pm 4.19$,81.79,4.1,$81.79 \pm 4.1$,81.75,4.06,$81.75 \pm 4.06$,87.25,6.31,$87.25 \pm 6.31$,87.42,4.38,$87.42 \pm 4.38$,87.33,4.27,$87.33 \pm 4.27$,85.46,4.63,$85.46 \pm 4.63$,84.93,5.59,$84.93 \pm 5.59$,84.93,5.58,$84.93 \pm 5.58$,86.2,4.18,$86.2 \pm 4.18$,86.06,4.23,$86.06 \pm 4.23$,86.02,4.17,$86.02 \pm 4.17$
139,resneXt50,True,logistic,NMF,15,20,82.36,4.19,$82.36 \pm 4.19$,82.96,3.48,$82.96 \pm 3.48$,81.75,4.06,$81.75 \pm 4.06$,87.25,6.31,$87.25 \pm 6.31$,88.08,4.09,$88.08 \pm 4.09$,87.33,4.27,$87.33 \pm 4.27$,85.46,4.63,$85.46 \pm 4.63$,85.29,4.68,$85.29 \pm 4.68$,84.93,5.58,$84.93 \pm 5.58$,86.2,4.18,$86.2 \pm 4.18$,86.59,3.62,$86.59 \pm 3.62$,86.02,4.17,$86.02 \pm 4.17$
140,resneXt50,False,Not-Applicable,PCA,15,20,82.36,4.19,$82.36 \pm 4.19$,82.43,3.55,$82.43 \pm 3.55$,81.14,3.65,$81.14 \pm 3.65$,87.25,6.31,$87.25 \pm 6.31$,87.75,4.84,$87.75 \pm 4.84$,87.92,4.11,$87.92 \pm 4.11$,85.46,4.63,$85.46 \pm 4.63$,85.8,3.59,$85.8 \pm 3.59$,84.26,4.68,$84.26 \pm 4.68$,86.2,4.18,$86.2 \pm 4.18$,86.68,3.21,$86.68 \pm 3.21$,86.0,3.83,$86.0 \pm 3.83$
